0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.000000e-06 -1.026559e-02 1.000000e-06 4.981612e-02 
1.075647e-06 -1.028591e-02 1.075647e-06 5.358370e-02 
1.226941e-06 -1.032613e-02 1.226941e-06 6.111697e-02 
1.425361e-06 -1.037892e-02 1.425361e-06 7.099093e-02 
1.633278e-06 -1.043419e-02 1.633278e-06 8.133028e-02 
1.927933e-06 -1.051258e-02 1.927933e-06 9.597011e-02 
2.517243e-06 -1.066927e-02 2.517243e-06 1.252047e-01 
3.695863e-06 -1.098276e-02 3.695863e-06 1.834942e-01 
6.053103e-06 -1.160962e-02 6.053103e-06 2.993574e-01 
1.076758e-05 -1.286344e-02 1.076758e-05 5.282498e-01 
1.457003e-05 -1.387463e-02 1.457003e-05 7.101383e-01 
1.688885e-05 -1.449134e-02 1.688885e-05 8.198789e-01 
1.969405e-05 -1.523731e-02 1.969405e-05 9.514566e-01 
2.073900e-05 -1.551524e-02 2.073900e-05 1.000142e+00 
2.256746e-05 -1.600146e-02 2.256746e-05 1.084905e+00 
2.378763e-05 -1.632599e-02 2.378763e-05 1.141169e+00 
2.392631e-05 -1.636284e-02 2.392631e-05 1.147547e+00 
2.420366e-05 -1.643660e-02 2.420366e-05 1.160296e+00 
2.421233e-05 -1.643891e-02 2.421233e-05 1.160695e+00 
2.422966e-05 -1.644352e-02 2.422966e-05 1.161491e+00 
2.426433e-05 -1.645274e-02 2.426433e-05 1.163084e+00 
2.427300e-05 -1.645504e-02 2.427300e-05 1.163482e+00 
2.429034e-05 -1.645965e-02 2.429034e-05 1.164278e+00 
2.432500e-05 -1.646889e-02 2.432500e-05 1.165870e+00 
2.435925e-05 -1.647485e-02 2.435925e-05 1.167443e+00 
2.436508e-05 -1.645763e-02 2.436508e-05 1.167710e+00 
2.437674e-05 -1.637247e-02 2.437674e-05 1.168242e+00 
2.440007e-05 7.342026e-02 2.440007e-05 1.169250e+00 
2.443449e-05 8.026058e-02 2.443449e-05 1.170658e+00 
2.446938e-05 7.422607e-02 2.446938e-05 1.172084e+00 
2.449147e-05 8.190664e-02 2.449147e-05 1.172987e+00 
2.451393e-05 7.245595e-02 2.451393e-05 1.173906e+00 
2.453489e-05 8.385893e-02 2.453489e-05 1.174762e+00 
2.456381e-05 7.150626e-02 2.456381e-05 1.175944e+00 
2.460239e-05 8.490631e-02 2.460239e-05 1.177520e+00 
2.465994e-05 7.167067e-02 2.465994e-05 1.179871e+00 
2.474991e-05 8.590134e-02 2.474991e-05 1.183544e+00 
2.489176e-05 7.285750e-02 2.489176e-05 1.189332e+00 
2.514241e-05 8.811897e-02 2.514241e-05 1.199549e+00 
2.529875e-05 7.507648e-02 2.529875e-05 1.205914e+00 
2.546904e-05 8.997000e-02 2.546904e-05 1.212841e+00 
2.574614e-05 7.754600e-02 2.574614e-05 1.224099e+00 
2.622479e-05 -1.348829e-02 2.622479e-05 1.244690e+00 
2.666660e-05 -1.252307e-02 2.666660e-05 1.264847e+00 
2.712301e-05 -1.371400e-02 2.712301e-05 1.285636e+00 
2.765760e-05 -1.279863e-02 2.765760e-05 1.309942e+00 
2.826169e-05 -1.400632e-02 2.826169e-05 1.337354e+00 
2.900279e-05 -1.316529e-02 2.900279e-05 1.370904e+00 
